CustomerID,Gender,SeniorCitizen,Partner,Dependents,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,Country,State,City,ZipCode,Latitude,Longitude,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3486-KHMLI,Male,0,No,Yes,No,0,54,5403,,United States,California,Adelanto,92301,34.667815,-117.536183,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.7,467.15
6784-XYJAE,Female,0,No,No,No,0,25,4770,,United States,California,Fort Irwin,92310,35.349241,-116.770281,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5
3933-DQPWX,Female,0,No,No,No,0,49,5174,,United States,California,Barstow,92311,34.965648,-117.001509,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75
6661-EIPZC,Female,0,Yes,Yes,No,0,36,3194,,United States,California,Grand Terrace,92313,34.029175,-117.307211,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05
8957-THMOA,Female,0,No,Yes,No,0,27,4263,,United States,California,Big Bear City,92314,34.278967,-116.773825,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,970.85
2251-PYLPB,Male,0,Yes,No,No,0,55,4766,,United States,California,Big Bear Lake,92315,34.242058,-116.89802,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9
5555-RNPGT,Male,0,No,Yes,No,0,36,5212,,United States,California,Bloomington,92316,34.059722,-117.39104,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9
1057-FOGLZ,Female,0,No,No,No,0,20,4333,,United States,California,Calimesa,92320,33.982787,-117.057627,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7
8087-LGYHQ,Male,0,No,No,No,0,42,3475,,United States,California,Crestline,92325,34.248061,-117.29028,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65
4137-BTIKL,Male,0,No,No,No,0,60,4766,,United States,California,Daggett,92327,34.875144,-116.821698,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75
2190-BCXEC,Female,0,Yes,No,No,0,45,5257,,United States,California,Death Valley,92328,36.27688,-117.033326,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85
6227-FBDXH,Male,0,Yes,No,No,0,56,4237,,United States,California,Essex,92332,34.9436,-115.287901,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45
2911-WDXMV,Male,0,No,Yes,No,0,37,5334,,United States,California,Fontana,92335,34.087558,-117.464096,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65
7206-PQBBZ,Male,1,Yes,No,No,0,29,2848,,United States,California,Fontana,92336,34.136367,-117.460803,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7
4547-FZJWE,Male,0,Yes,No,No,0,77,5712,,United States,California,Forest Falls,92339,34.067699,-116.903891,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0
7422-WNBTY,Male,0,Yes,No,No,0,40,3348,,United States,California,Green Valley Lake,92341,34.244411,-117.072654,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0
0842-IWYCP,Female,0,No,No,No,0,44,2626,,United States,California,Helendale,92342,34.757783,-117.33997,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9
3521-HTQTV,Male,0,No,No,No,0,46,2026,,United States,California,Hesperia,92345,34.361387,-117.337509,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35
3744-ZBHON,Female,0,No,No,No,0,24,4369,,United States,California,Highland,92346,34.129677,-117.154277,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95
3373-DIUUN,Male,0,Yes,Yes,No,0,70,3047,,United States,California,Hinkley,92347,34.983808,-117.239306,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9
8383-SGHJU,Female,0,No,No,No,0,38,2853,,United States,California,Lake Arrowhead,92352,34.2565,-117.19335,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8
7607-QKKTJ,Male,0,Yes,Yes,No,0,27,2719,,United States,California,Loma Linda,92354,34.049315,-117.255974,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85
7707-PYBBH,Male,0,No,No,No,0,52,2520,,United States,California,Lucerne Valley,92356,34.508417,-116.856103,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1
8984-HPEMB,Female,0,No,No,No,0,73,4296,,United States,California,Lytle Creek,92358,34.238162,-117.534306,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6
4139-DETXS,Female,0,Yes,No,No,0,45,5265,,United States,California,Needles,92363,34.711224,-114.702256,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0
9779-DPNEJ,Female,0,Yes,Yes,No,0,42,4732,,United States,California,Nipton,92364,35.478736,-115.516984,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65
9805-FILKB,Male,0,Yes,No,No,0,68,2325,,United States,California,Newberry Springs,92365,34.89326,-116.505958,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6
5793-YOLJN,Female,0,Yes,Yes,No,0,24,5046,,United States,California,Oro Grande,92368,34.647959,-117.296957,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3
0673-IGUQO,Male,0,No,No,No,0,38,4845,,United States,California,Phelan,92371,34.441123,-117.537886,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45
4123-FCVCB,Female,0,No,No,No,0,70,5942,,United States,California,Pinon Hills,92372,34.459322,-117.629729,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45
8819-IMISP,Male,0,No,No,No,0,49,4684,,United States,California,Redlands,92373,34.003243,-117.138286,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1
8311-UEUAB,Female,0,Yes,No,No,0,69,5420,,United States,California,Rialto,92376,34.109775,-117.378904,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45
5858-EAFCZ,Male,0,No,No,No,0,74,3498,,United States,California,Rialto,92377,34.156758,-117.404686,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45
1163-ONYEY,Male,0,Yes,Yes,No,0,61,2748,,United States,California,Shoshone,92384,35.924252,-116.188668,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55
5656-MJEFC,Male,0,Yes,No,No,0,25,2673,,United States,California,Victorville,92392,34.486835,-117.362274,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3
6082-OQFBA,Male,0,Yes,No,No,0,70,5460,,United States,California,Victorville,92394,34.567058,-117.362329,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9
8974-OVACP,Female,0,No,No,No,0,31,3167,,United States,California,Yermo,92398,35.013299,-116.834092,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15
4010-YLMVT,Female,0,No,No,No,0,80,5056,,United States,California,Yucaipa,92399,34.04597,-117.011825,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95
1379-FRVEB,Male,0,No,Yes,No,0,48,4602,,United States,California,San Bernardino,92401,34.105935,-117.2914,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05
8612-GXIDD,Male,0,Yes,Yes,No,0,71,2219,,United States,California,San Bernardino,92404,34.183286,-117.221722,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0
6288-CHQJB,Female,0,Yes,No,No,0,57,5077,,United States,California,San Bernardino,92405,34.142747,-117.300864,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85
8160-HOWOX,Female,0,No,No,No,0,43,4858,,United States,California,San Bernardino,92407,34.250069,-117.393949,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1
6648-INWPS,Male,0,Yes,Yes,No,0,58,5271,,United States,California,San Bernardino,92410,34.106922,-117.297553,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35
4223-BKEOR,Female,0,No,No,No,0,51,3302,,United States,California,San Bernardino,92411,34.122501,-117.320138,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8
4079-VTGLK,Male,1,Yes,No,No,0,27,5610,,United States,California,Riverside,92501,33.994676,-117.372498,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75
1763-WQFUK,Male,0,No,No,No,0,43,5258,,United States,California,Riverside,92503,33.890046,-117.455583,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75
1391-UBDAR,Male,0,No,No,No,0,71,3042,,United States,California,Riverside,92504,33.9108,-117.398153,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45
8894-JVDCV,Female,0,No,No,No,0,43,6494,,United States,California,Riverside,92505,33.920907,-117.489426,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45
2023-VQFDL,Male,0,No,No,No,0,39,5379,,United States,California,Riverside,92506,33.930931,-117.361788,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8
1345-GKDZZ,Male,0,No,Yes,No,0,69,2309,,United States,California,Riverside,92507,33.976328,-117.319786,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6
2014-MKGMH,Female,0,No,No,No,0,54,4883,,United States,California,Riverside,92508,33.885499,-117.324959,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4
5628-FCGYG,Male,0,No,No,No,0,69,4649,,United States,California,Riverside,92509,34.004379,-117.447864,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45
2560-WBWXF,Male,0,No,No,No,0,70,5987,,United States,California,March Air Reserve Base,92518,33.888323,-117.277533,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85
0248-IPDFW,Female,0,No,No,No,0,57,5617,,United States,California,Lake Elsinore,92530,33.655421,-117.391751,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1
7978-DKUQH,Female,0,Yes,No,No,0,35,4591,,United States,California,Lake Elsinore,92532,33.705836,-117.318204,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75
4335-UPJSI,Female,0,No,Yes,No,0,43,2639,,United States,California,Aguanga,92536,33.482243,-116.827173,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1
1784-EZDKJ,Male,0,Yes,No,No,0,33,4640,,United States,California,Hemet,92544,33.644585,-116.871544,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8
9297-FVVDH,Female,0,Yes,No,No,0,41,5928,,United States,California,Hemet,92545,33.734933,-117.044145,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4
8007-YYPWD,Female,0,No,No,No,0,43,5218,,United States,California,Homeland,92548,33.761894,-117.120868,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1
7101-HRBLJ,Female,0,Yes,No,No,0,36,4592,,United States,California,Idyllwild,92549,33.755039,-116.741796,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9
6635-CPNUN,Male,0,Yes,No,No,0,43,5530,,United States,California,Moreno Valley,92553,33.923149,-117.244933,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35
5453-YBTWV,Male,0,Yes,Yes,No,0,62,4226,,United States,California,Moreno Valley,92557,33.970661,-117.255039,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8
5039-LZRQT,Female,0,No,No,No,0,34,2953,,United States,California,Mountain Center,92561,33.638645,-116.55783,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25
2931-VUVJN,Female,1,Yes,No,No,0,30,5061,,United States,California,Murrieta,92562,33.548869,-117.334165,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9
6418-PIQSP,Female,0,Yes,No,No,0,31,4684,,United States,California,Perris,92570,33.787298,-117.320676,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9
8220-OCUFY,Female,0,No,No,No,0,25,4870,,United States,California,Perris,92571,33.828289,-117.201666,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35
3995-WFCSM,Female,0,No,No,No,0,54,3796,,United States,California,San Jacinto,92582,33.806708,-117.02007,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4
1895-QTKDO,Female,0,No,No,No,0,20,5684,,United States,California,San Jacinto,92583,33.796568,-116.924723,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95
2038-OEQZH,Male,0,No,No,No,0,55,3653,,United States,California,Menifee,92584,33.653338,-117.178271,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1
1178-PZGAB,Female,0,No,No,No,0,78,5586,,United States,California,Sun City,92585,33.739412,-117.173334,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65
2626-VEEWG,Male,0,Yes,Yes,No,0,70,4890,,United States,California,Sun City,92587,33.69887,-117.25071,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2
2878-RMWXY,Male,1,Yes,No,No,0,66,4680,,United States,California,Temecula,92590,33.475493,-117.219551,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3
1657-DYMBM,Male,0,Yes,No,No,0,61,4157,,United States,California,Temecula,92591,33.540604,-117.10909,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05
7311-MQJCH,Female,0,No,No,No,0,47,2575,,United States,California,Temecula,92592,33.507255,-117.029473,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6
7375-WMVMT,Male,1,Yes,No,No,0,80,6412,,United States,California,Wildomar,92595,33.617108,-117.253349,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15
1136-XGEQU,Female,0,Yes,No,No,0,43,4625,,United States,California,Winchester,92596,33.657433,-117.04254,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4
2530-FMFXO,Male,0,Yes,Yes,No,0,55,4478,,United States,California,Irvine,92602,33.720359,-117.733655,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75
6844-DZKRF,Male,0,No,No,No,0,59,4697,,United States,California,Irvine,92604,33.688546,-117.788091,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25
5970-GHJAW,Male,0,Yes,Yes,No,0,75,3574,,United States,California,Irvine,92612,33.643095,-117.810896,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4
8879-XUAHX,Male,0,Yes,No,No,0,47,6124,,United States,California,Irvine,92614,33.680302,-117.833296,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75
3689-MOZGR,Female,0,No,No,No,0,39,4761,,United States,California,Irvine,92618,33.667145,-117.732135,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2
4195-PNGZS,Male,0,Yes,Yes,No,0,39,5295,,United States,California,Irvine,92620,33.716136,-117.752574,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2
5003-XZWWO,Male,0,Yes,No,No,0,33,4753,,United States,California,Capistrano Beach,92624,33.458754,-117.665104,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85
7622-FWGEW,Male,1,Yes,No,No,0,70,6500,,United States,California,Costa Mesa,92626,33.678591,-117.905471,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45
6922-NCEDI,Male,0,No,No,No,0,23,6473,,United States,California,Costa Mesa,92627,33.645672,-117.922613,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65
9891-NQDBD,Female,0,Yes,No,No,0,39,3493,,United States,California,Lake Forest,92630,33.644849,-117.684254,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2
6131-IUNXN,Female,0,Yes,Yes,No,0,64,3636,,United States,California,Huntington Beach,92646,33.666301,-117.969501,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2
8548-AWOFC,Male,0,Yes,No,No,0,72,5956,,United States,California,Huntington Beach,92647,33.723579,-118.005441,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6
9798-DRYDS,Female,0,Yes,No,No,0,27,4759,,United States,California,Huntington Beach,92648,33.679659,-118.016195,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7
8532-UEFWH,Male,0,Yes,Yes,No,0,21,4676,,United States,California,Huntington Beach,92649,33.721917,-118.043237,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85
6296-DDOOR,Female,0,No,No,No,0,73,4033,,United States,California,Laguna Beach,92651,33.570023,-117.773669,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25
7951-VRDVK,Female,0,No,No,No,0,64,4898,,United States,California,Laguna Hills,92653,33.606899,-117.717854,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55
4815-YOSUK,Male,0,Yes,Yes,No,0,35,4927,,United States,California,Aliso Viejo,92656,33.571259,-117.731917,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5
0380-NEAVX,Male,1,No,No,No,0,71,5626,,United States,California,Newport Beach,92660,33.634626,-117.874882,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15
4365-MSDYN,Male,0,Yes,No,No,0,31,4909,,United States,California,San Clemente,92672,33.429488,-117.609432,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15
7036-TYDEC,Female,0,No,No,No,0,63,5902,,United States,California,San Clemente,92673,33.4725,-117.584273,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5
5802-ADBRC,Female,0,Yes,No,No,0,26,6100,,United States,California,San Juan Capistrano,92675,33.521447,-117.602555,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9
8076-FEZKJ,Male,0,No,No,No,0,80,5039,,United States,California,Silverado,92676,33.782346,-117.635263,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85
5197-YPYBZ,Female,0,Yes,Yes,No,0,49,2646,,United States,California,Laguna Niguel,92677,33.529047,-117.701175,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7
4312-GVYNH,Female,0,Yes,No,No,0,26,5460,,United States,California,Westminster,92683,33.752591,-117.993661,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2
8495-LJDFO,Female,1,No,No,No,0,26,5780,,United States,California,Rancho Santa Margarita,92688,33.624654,-117.611733,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3
0839-JTCUD,Female,0,Yes,No,No,0,20,4082,,United States,California,Mission Viejo,92691,33.611945,-117.665867,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85
5494-WOZRZ,Female,0,Yes,No,No,0,72,5770,,United States,California,Mission Viejo,92692,33.60693,-117.644253,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85
1302-UHBDD,Male,1,No,No,No,0,33,4812,,United States,California,Ladera Ranch,92694,33.569186,-117.640055,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45
2234-EOFPT,Male,0,Yes,No,No,0,55,4278,,United States,California,Santa Ana,92701,33.748478,-117.858918,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25
8619-IJNDK,Female,0,Yes,No,No,0,71,4374,,United States,California,Santa Ana,92703,33.748635,-117.906125,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9
8378-LKJAF,Male,0,Yes,Yes,No,0,34,3738,,United States,California,Santa Ana,92704,33.719869,-117.907063,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7
1153-GNOLC,Male,0,No,No,No,0,40,2855,,United States,California,Santa Ana,92707,33.714829,-117.872941,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0
3298-QEICA,Female,0,Yes,No,No,0,73,4445,,United States,California,Fountain Valley,92708,33.712036,-117.950113,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45
0788-DXBFY,Male,0,Yes,No,No,0,72,4801,,United States,California,Tustin,92780,33.735802,-117.818805,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8
3597-YASZG,Female,1,Yes,No,No,0,27,5004,,United States,California,Tustin,92782,33.738543,-117.785046,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35
3496-LFSZU,Male,0,Yes,No,No,0,68,2896,,United States,California,Anaheim,92801,33.844983,-117.952151,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2
5242-UOWHD,Male,0,Yes,Yes,No,0,62,4210,,United States,California,Anaheim,92802,33.807864,-117.923782,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2
6479-SZPLM,Male,0,Yes,Yes,No,0,39,5745,,United States,California,Anaheim,92805,33.830209,-117.906099,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5
8097-VBQTZ,Male,0,No,No,No,0,65,6092,,United States,California,Anaheim,92806,33.83796,-117.870494,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3
4500-HKANN,Male,0,Yes,No,No,0,49,3464,,United States,California,Anaheim,92807,33.848733,-117.788357,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2
9917-KWRBE,Female,0,Yes,No,No,0,44,2894,,United States,California,Anaheim,92808,33.850452,-117.726668,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2
3420-ZDBMA,Male,1,No,No,No,0,36,5171,,United States,California,Brea,92821,33.930199,-117.862898,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6
2212-LYASK,Male,0,Yes,No,No,0,49,2068,,United States,California,Brea,92823,33.924143,-117.79387,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4
1393-IMKZG,Female,0,No,No,No,0,23,3270,,United States,California,Fullerton,92831,33.879983,-117.895482,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85
8069-RHUXK,Female,0,Yes,No,No,0,25,5655,,United States,California,Fullerton,92832,33.868316,-117.929029,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7
